"Customer Name","Item Name","Stock Code","# Sold","Category","Supplier","Stock Level","Price","Cost","Profit","Margin","Markup","Discounts","Tax","Total","# Refunded","Total","Balance"
"","GRIZZLY LC STRAIGHT","4210000886","591","CHEW GRIZZLY","GRANITE CITY","42.00","$3268.78","$2966.15","$302.63","9.26%","10.20%","$0.00","$228.92","$3497.70","0.00","$0.00","$3497.70"
"","GRIZZLY WG POUCHES","4210000543","3343","CHEW GRIZZLY POUCHES","CORE MARK","165.00","$17611.13","$16129.30","$1469.53","8.34%","9.19%","$12.30","$1232.10","$18830.93","0.00","$0.00","$18830.93"
"","GRIZZLY MINT POUCHES","4210000004","122","CHEW GRIZZLY POUCHES","HENERY'S","33.00","$639.78","$577.38","$62.40","9.75%","10.81%","$0.00","$44.81","$684.59","0.00","$0.00","$684.59"
"","GRIZZLY STRAIGHT POUCHES","4210000006","6","CHEW GRIZZLY POUCHES","HENERY'S","14.00","$33.34","$27.10","$6.24","18.72%","23.03%","$0.00","$2.33","$35.67","0.00","$0.00","$35.67"
"","ZYN COOL MINT 6MG","0924990003","421","CHEW ZYN","HENERY'S","121.00","$1863.69","$1790.97","$72.72","3.90%","4.06%","$0.00","$130.53","$1994.22","0.00","$0.00","$1994.22"
"","ZYN CITRUS 6MG","0924990702","515","CHEW ZYN","HENERY'S","98.00","$2341.75","$2206.55","$128.37","5.48%","6.13%","$6.83","$163.55","$2498.47","0.00","$0.00","$2498.47"
"","ZYN CITRUS 3MG","0924990701","68","CHEW ZYN","HENERY'S","126.00","$312.92","$290.76","$20.11","6.43%","7.62%","$2.05","$21.78","$332.65","0.00","$0.00","$332.65"
"","ZYN COFFEE 3MG","0924990401","99","CHEW ZYN","HENERY'S","96.00","$478.61","$411.99","$64.13","13.40%","16.17%","$2.49","$33.36","$509.48","0.00","$0.00","$509.48"
"","ZYN CHILL  3MG","0924992001","84","CHEW ZYN","HENERY'S","91.00","$370.16","$359.08","$10.58","2.86%","3.09%","$0.50","$25.89","$395.55","0.00","$0.00","$395.55"
"","ZYN SMOOTH  3MG","0924991401","300","CHEW ZYN","HENERY'S","105.00","$1471.40","$1295.80","$153.60","10.44%","13.55%","$22.00","$101.46","$1550.86","0.00","$0.00","$1550.86"
"","ZYN MENTHOL 6MG","0924992304","13","CHEW ZYN","HENERY'S","122.00","$61.47","$54.57","$6.90","11.22%","12.64%","$0.00","$4.31","$65.78","0.00","$0.00","$65.78"
"","ZYN CINNAMON 3MG","0924990601","135","CHEW ZYN","HENERY'S","60.00","$603.85","$579.71","$23.63","3.91%","4.16%","$0.51","$42.23","$645.57","0.00","$0.00","$645.57"
"","ROGUE TABAC POUCHE 6MG","4004520765","2","CHEW ROGUE","HENERY'S","8.00","$9.68","$8.11","$1.57","16.22%","19.36%","$0.00","$0.68","$10.36","0.00","$0.00","$10.36"
"","ROGUE PEPPERMINT 6MG","4004520069","211","CHEW ROGUE","HENERY'S","70.00","$920.81","$853.02","$63.79","6.93%","7.95%","$4.00","$64.17","$980.98","0.00","$0.00","$980.98"
"","ROGUE MANGO 3MG","4004520126","1","CHEW ROGUE","HENERY'S","4.00","$4.79","$4.00","$0.79","16.49%","19.75%","$0.00","$0.34","$5.13","0.00","$0.00","$5.13"
"","ROGUE MANGO 6MG","4004520129","115","CHEW ROGUE","HENERY'S","35.00","$503.80","$462.20","$41.60","8.26%","9.00%","$0.00","$35.27","$539.07","0.00","$0.00","$539.07"
"","ROGUE CINNAMON 6MG","4004520093","5","CHEW ROGUE","HENERY'S","0.00","$23.95","$20.00","$3.95","16.49%","19.75%","$0.00","$1.68","$25.63","0.00","$0.00","$25.63"
"","ROGUE APPLE 3MG","4004520108","2","CHEW ROGUE","HENERY'S","2.00","$9.58","$8.11","$1.47","15.34%","18.13%","$0.00","$0.67","$10.25","0.00","$0.00","$10.25"
"","ZYN WINTERGREEN 6MG","0924990302","1112","CHEW ZYN","HENERY'S","197.00","$5120.88","$4764.27","$337.71","6.59%","7.49%","$18.90","$357.26","$5459.24","0.00","$0.00","$5459.24"
"","ZYN WINTERGREEN 3MG","0924990301","379","CHEW ZYN","HENERY'S","99.00","$1807.61","$1628.87","$159.97","8.85%","10.97%","$18.77","$125.34","$1914.18","0.00","$0.00","$1914.18"
"","AL FAKHER SHISHA BOX FLAVOUR","9110816685","45","SHISHA ACC","GLOBAL DIST","57.00","$899.55","$575.10","$311.77","34.66%","56.42%","$12.68","$62.11","$948.98","0.00","$0.00","$948.98"
"","WHIP CREAM BLUE 24 PCS","1149000097","2","BEST WHIP","GLOBAL DIST","21.00","$41.98","$25.00","$16.98","40.45%","67.92%","$0.00","$2.94","$44.92","0.00","$0.00","$44.92"
"","WHIP CREAM BLUE 50 PCS","1149000098","4","BEST WHIP","GLOBAL DIST","6.00","$159.96","$94.00","$65.96","41.24%","70.17%","$0.00","$11.20","$171.16","0.00","$0.00","$171.16"
"","LOOKAH BOWL","9999921974","2","GLASS ACC","GLOBAL DIST","34.00","$59.98","$20.00","$39.98","66.66%","199.90%","$0.00","$4.20","$64.18","0.00","$0.00","$64.18"
"","ROGUE SPEARMINT 6MG","4004520087","109","CHEW ROGUE","HENERY'S","61.00","$487.51","$440.73","$42.72","8.76%","10.61%","$4.06","$33.84","$517.29","0.00","$0.00","$517.29"
"","ASH TRAY GAMING REMOTE LT199A","1635619904","2","CIGAR ACC","GLOBAL DIST","0.00","$49.98","$14.00","$35.46","70.95%","257.00%","$0.52","$3.46","$52.92","0.00","$0.00","$52.92"
""," ASH TRAY GA79 SNOOKER GLASS","1635919790","1","CIGAR ACC","GLOBAL DIST","1.00","$19.99","$5.00","$14.99","74.99%","299.80%","$0.00","$1.40","$21.39","0.00","$0.00","$21.39"
"","GAMBLER GOLD 160Z","7717063289","36","TOBACCO GAMBLER","GRANITE CITY","6.00","$497.76","$412.77","$81.17","16.31%","20.59%","$3.82","$34.57","$555.51","2.00","$28.89","$526.62"
"","GAMBLER SILVER 160Z","7717010381","19","TOBACCO GAMBLER","CORE MARK","4.00","$259.92","$214.93","$38.05","14.64%","20.93%","$6.94","$17.70","$270.68","0.00","$0.00","$270.68"
"","GAMBLER MENTHOL 160Z","7717063288","8","TOBACCO GAMBLER","HENERY'S","10.00","$119.12","$100.88","$18.24","15.31%","18.08%","$0.00","$8.33","$127.45","0.00","$0.00","$127.45"
""," ASH TRAY HAND PAINTED CERAMIC LT410","1635534108","1","CIGAR ACC","GLOBAL DIST","3.00","$12.99","$4.00","$8.99","69.21%","224.75%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
""," ASH TRAY SKULL CERAMIC2208","1635402087","1","CIGAR ACC","GLOBAL DIST","0.00","$16.99","$6.00","$10.99","64.69%","183.17%","$0.00","$1.19","$18.18","0.00","$0.00","$18.18"
"","GOOD STUFF MN GOLD 16OZ","9413500104","64","TOBACCO GOOD STUFF","HENERY'S","13.00","$973.73","$798.28","$170.45","17.50%","21.98%","$5.00","$67.80","$1036.53","0.00","$0.00","$1036.53"
"","GOOD STUFF MN 16OZ","9413500103","106","TOBACCO GOOD STUFF","HENERY'S","12.00","$1579.71","$1316.40","$263.31","16.67%","20.00%","$0.00","$110.54","$1690.25","0.00","$0.00","$1690.25"
"","GOOD STUFF RED 16OZ","9413500101","148","TOBACCO GOOD STUFF","HENERY'S","14.00","$2189.94","$1895.09","$293.95","13.42%","15.56%","$0.90","$153.13","$2342.17","0.00","$0.00","$2342.17"
"","FUJIMA CIG SNUFFER CS128","1635441284","1","CIGAR ACC","GLOBAL DIST","23.00","$3.99","$1.50","$2.32","58.15%","166.00%","$0.17","$0.27","$4.09","0.00","$0.00","$4.09"
"","FUJIMA ANODIZD CIG SNUFFER CS12","1635981223","2","CIGAR ACC","GLOBAL DIST","22.00","$7.98","$2.50","$5.48","68.67%","219.20%","$0.00","$0.56","$8.54","0.00","$0.00","$8.54"
"","FUJIMA ASSORTED DESIGN SKULL CIG SNUFFER CS10","1635810004","3","CIGAR ACC","GLOBAL DIST","21.00","$11.97","$2.64","$9.33","77.94%","353.41%","$0.00","$0.84","$12.81","0.00","$0.00","$12.81"
"","GOOD STUFF GOLD 6OZ","9413500118","238","TOBACCO GOOD STUFF","GRANITE CITY","19.00","$1651.95","$1347.37","$304.58","18.44%","22.61%","$0.00","$115.64","$1860.59","15.00","$99.51","$1761.08"
"","HIGH CARD MN 160Z","7717010011","1","TOBACCO HIGH CARD","HENERY'S","4.00","$11.39","$9.64","$1.75","15.36%","18.15%","$0.00","$0.80","$12.19","0.00","$0.00","$12.19"
"","HIGH CARD RED 120Z","7717010009","5","TOBACCO HIGH CARD","HENERY'S","4.00","$52.59","$43.14","$9.45","17.97%","21.91%","$0.00","$3.68","$56.27","0.00","$0.00","$56.27"
"","BUOY GREEN 16OZ","1352501103","1","TOBACCO BUOY","PHILIPS & KING","6.00","$15.69","$13.29","$2.40","15.30%","18.06%","$0.00","$1.10","$16.79","0.00","$0.00","$16.79"
"","SZ STRONG SMOKING STORAGE BOX 22924","9408022924","2","CIGAR ACC","GLOBAL DIST","6.00","$23.98","$11.26","$10.72","44.70%","112.97%","$2.00","$1.54","$23.52","0.00","$0.00","$23.52"
"","TUBE CUT STRONG 100 CIG BOX","7170260466","2","CIGAR ACC","","10.00","$9.98","$3.34","$6.64","66.53%","198.80%","$0.00","$0.70","$10.68","0.00","$0.00","$10.68"
"","BUOY RED 6OZ","1352501140","2","TOBACCO BUOY","PHILIPS & KING","0.00","$14.18","$12.00","$2.18","15.37%","18.17%","$0.00","$1.00","$15.18","0.00","$0.00","$15.18"
"","GOLDEN HARVEST RED 16OZ","1352501122","20","TOBACCO GOLDEN HAWEST","HENERY'S","3.00","$292.18","$253.83","$37.99","13.00%","15.11%","$0.36","$20.45","$312.27","0.00","$0.00","$312.27"
"","GOLDEN HARVEST RED 6OZ","1352501055","14","TOBACCO GOLDEN HAWEST","HENERY'S","7.00","$99.22","$81.93","$13.80","13.91%","21.10%","$3.49","$6.68","$102.41","0.00","$0.00","$102.41"
"","GOLDEN HARVEST SILVER 6OZ","1352501015","14","TOBACCO GOLDEN HAWEST","GRANITE CITY","7.00","$89.30","$76.92","$11.00","12.32%","16.09%","$1.38","$6.14","$94.06","0.00","$0.00","$94.06"
"","GOLDEN HARVEST YELLOW 6OZ","1352501058","1","TOBACCO GOLDEN HAWEST","HENERY'S","5.00","$7.34","$6.21","$1.13","15.40%","18.20%","$0.00","$0.51","$7.85","0.00","$0.00","$7.85"
"","OHM RED TURKISH 16OZ","9494500183","58","TOBACCO OHM","CORE MARK","9.00","$820.42","$679.00","$135.79","16.55%","20.83%","$5.63","$57.03","$871.82","0.00","$0.00","$871.82"
"","OHM BOLD 16OZ","9494500141","24","TOBACCO OHM","HENERY'S","10.00","$338.01","$297.18","$39.79","11.77%","13.74%","$1.04","$23.58","$360.55","0.00","$0.00","$360.55"
"","OHM NATURAL 6OZ","9494500140","14","TOBACCO OHM","HENERY'S","5.00","$87.72","$76.34","$9.27","10.57%","14.91%","$2.11","$5.99","$91.60","0.00","$0.00","$91.60"
"","OHM MN 6OZ","9494500147","1","TOBACCO OHM","HENERY'S","5.00","$6.89","$5.85","$1.04","15.09%","17.78%","$0.00","$0.48","$7.37","0.00","$0.00","$7.37"
"","OHM SILVER 16OZ","9494500143","34","TOBACCO OHM","HENERY'S","6.00","$478.96","$387.60","$91.36","19.07%","23.57%","$0.00","$33.52","$512.48","0.00","$0.00","$512.48"
"","ZEN RED TUBE KING","1616500658","87","TOBACCO TUBES","HENERY'S","12.00","$259.45","$215.87","$37.92","14.62%","20.19%","$5.66","$17.81","$271.60","0.00","$0.00","$271.60"
"","ZEN 100 TUBES","1616500911","1","TOBACCO TUBES","HENERY'S","18.00","$3.69","$2.93","$0.76","20.60%","25.94%","$0.00","$0.26","$3.95","0.00","$0.00","$3.95"
"","TUBE CUT 100'S TUBES","7717026066","3","TOBACCO TUBES","HENERY'S","37.00","$11.97","$9.84","$2.13","17.79%","21.65%","$0.00","$0.84","$12.81","0.00","$0.00","$12.81"
"","TUBE CUT KING SIZE TUBE","7717026074","98","TOBACCO TUBES","HENERY'S","56.00","$302.82","$236.27","$63.75","21.05%","28.17%","$2.80","$20.99","$321.01","0.00","$0.00","$321.01"
"","GOLDEN HARVEST 100 TUBES","5657000023","18","TOBACCO TUBES","HENERY'S","27.00","$52.02","$38.52","$13.50","25.95%","35.05%","$0.00","$3.63","$55.65","0.00","$0.00","$55.65"
"","GOLDEN HARVEST MNTL KING TUBES","5657000022","3","TOBACCO TUBES","CORE MARK","12.00","$8.37","$6.21","$2.16","25.81%","34.78%","$0.00","$0.60","$8.97","0.00","$0.00","$8.97"
"","ZIGZAG KING TUBES","8476200647","8","TOBACCO TUBES","HENERY'S","10.00","$23.92","$18.56","$5.36","22.41%","28.88%","$0.00","$1.68","$25.60","0.00","$0.00","$25.60"
"","TOP MNTL TUBES","7717026042","1","TOBACCO TUBES","CORE MARK","10.00","$5.49","$4.38","$1.11","20.22%","25.34%","$0.00","$0.38","$5.87","0.00","$0.00","$5.87"
"","TOP 100 TUBES","7717026033","29","TOBACCO TUBES","HENERY'S","14.00","$162.11","$129.05","$30.42","18.77%","25.62%","$2.64","$11.13","$170.60","0.00","$0.00","$170.60"
"","TOP KING TUBES","7717026021","32","TOBACCO TUBES","HENERY'S","16.00","$156.48","$121.28","$35.20","22.49%","29.02%","$0.00","$10.89","$167.37","0.00","$0.00","$167.37"
"","WILD BERRY INCENSE","9999927231","3049","SMOKE ODOR","MIDWEST","3658.00","$1170.35","$352.83","$802.88","68.60%","231.70%","$14.64","$80.87","$1236.58","0.00","$0.00","$1236.58"
"","SB H21 TORCHES","1149098845","1","TORCH LIGHTERS","GLOBAL DIST","8.00","$23.99","$10.89","$13.10","54.61%","120.29%","$0.00","$1.68","$25.67","0.00","$0.00","$25.67"
"","SB E21TORCH","1149056862","14","TORCH LIGHTERS","GLOBAL DIST","5.00","$69.86","$26.60","$42.93","61.45%","162.63%","$0.33","$4.88","$74.41","0.00","$0.00","$74.41"
"","SB D19 TORCH","1149056248","2","TORCH LIGHTERS","GLOBAL DIST","2.00","$15.98","$5.16","$10.82","67.71%","209.69%","$0.00","$1.12","$17.10","0.00","$0.00","$17.10"
"","SB TORO","1149097135","1","TORCH LIGHTERS","GLOBAL DIST","1.00","$29.99","$12.50","$17.03","56.79%","139.92%","$0.46","$2.07","$31.60","0.00","$0.00","$31.60"
"","SB MONSTER 2","1149097915","1","TORCH LIGHTERS","GLOBAL DIST","2.00","$34.99","$14.00","$20.31","58.05%","149.93%","$0.68","$2.40","$36.71","0.00","$0.00","$36.71"
"","G STAR TORCH","1876601313","7","TORCH LIGHTERS","GLOBAL DIST","0.00","$48.93","$21.00","$27.93","57.08%","133.00%","$0.00","$3.43","$52.36","0.00","$0.00","$52.36"
"","ZICO 1","8501150121","1","TORCH LIGHTERS","GLOBAL DIST","8.00","$19.99","$7.70","$12.29","61.48%","159.61%","$0.00","$1.40","$21.39","0.00","$0.00","$21.39"
"","LOOPER WHIPS SOUR BLUE RASPBERRY","1011004653","153","BEST WHIP","MY SMOKE","0.00","$4927.47","$2529.12","$2266.93","46.01%","94.83%","$131.42","$335.83","$5131.88","0.00","$0.00","$5131.88"
"","SUPERHIT CONE","0423440024","3","SMOKE ODOR","GLOBAL DIST","9.00","$8.97","$3.00","$5.97","66.56%","199.00%","$0.00","$0.63","$9.60","0.00","$0.00","$9.60"
"","GONESH CONES","7861220917","7","SMOKE ODOR","GLOBAL DIST","86.00","$34.93","$13.44","$20.52","58.75%","159.90%","$0.97","$2.38","$36.34","0.00","$0.00","$36.34"
"","SATYA INCENSE","7359400304","63","SMOKE ODOR","GLOBAL DIST","145.00","$90.91","$42.21","$47.52","52.27%","115.38%","$1.18","$6.20","$95.93","0.00","$0.00","$95.93"
"","BELLAS ARTES ROBUSTO EXTRA","2945799091","6","PREMIUM CIGARS","PHILIPS & KING","14.00","$56.94","$40.20","$15.34","26.94%","41.65%","$1.40","$3.89","$59.43","0.00","$0.00","$59.43"
"","HAND IB54","8163550054","1","SMOKE ODOR","GLOBAL DIST","0.00","$11.99","$5.00","$6.99","58.30%","139.80%","$0.00","$0.84","$12.83","0.00","$0.00","$12.83"
"","GRN DRGN IB92","8163550092","1","SMOKE ODOR","GLOBAL DIST","0.00","$19.99","$8.00","$11.68","58.43%","149.87%","$0.31","$1.38","$21.06","0.00","$0.00","$21.06"
"","JAM IB55","8163550055","1","SMOKE ODOR","GLOBAL DIST","0.00","$14.99","$6.00","$8.99","59.97%","149.83%","$0.00","$1.05","$16.04","0.00","$0.00","$16.04"
"","JAIME GARCIA RESERVA ESPECIAL ROBUSTO","1767301006","6","PREMIUM CIGARS","PHILIPS & KING","14.00","$53.95","$41.64","$10.87","20.14%","29.55%","$1.44","$3.68","$56.19","0.00","$0.00","$56.19"
"","ALIEN IB58","8163550058","1","SMOKE ODOR","GLOBAL DIST","0.00","$12.99","$5.50","$7.49","57.66%","136.18%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
"","DEVIL IBC22","8163545022","2","SMOKE ODOR","GLOBAL DIST","0.00","$65.98","$28.00","$37.98","57.56%","135.64%","$0.00","$4.62","$70.60","0.00","$0.00","$70.60"
"","BACCARAT HAVANA SELECTION TORO","2382500204","4","PREMIUM CIGARS","PHILIPS & KING","21.00","$23.36","$17.64","$4.79","20.52%","32.45%","$0.93","$1.57","$24.00","0.00","$0.00","$24.00"
"","RP EDGE HOWITZER MADURO 7*70","4626101119","22","PREMIUM CIGARS","PHILIPS & KING","8.00","$280.55","$193.46","$83.09","29.62%","45.02%","$4.00","$19.35","$295.90","0.00","$0.00","$295.90"
"","FUJIMA WOOD PIPE MWP12","8163518012","1","CIGAR ACC","GLOBAL DIST","11.00","$7.99","$2.92","$5.07","63.45%","173.63%","$0.00","$0.56","$8.55","0.00","$0.00","$8.55"
"","BACCARAT CHURCHILL","2382500200","1","PREMIUM CIGARS","PHILIPS & KING","24.00","$6.29","$4.66","$1.63","25.93%","35.00%","$0.00","$0.44","$6.73","0.00","$0.00","$6.73"
"","FUJIMA WOOD PIPE WP12","8163519012","1","CIGAR ACC","GLOBAL DIST","10.00","$5.99","$2.42","$3.57","59.60%","147.52%","$0.00","$0.42","$6.41","0.00","$0.00","$6.41"
"","FUJIMA WOOD PIPE WP12","8163500120","1","CIGAR ACC","GLOBAL DIST","11.00","$2.99","$1.25","$1.74","58.19%","139.20%","$0.00","$0.21","$3.20","0.00","$0.00","$3.20"
"","ROMEO Y JULIETA CHURCHILL EN TUBOS CIGAR","7645235123","2","PREMIUM CIGARS","PHILIPS & KING","8.00","$29.78","$20.80","$8.98","30.15%","43.17%","$0.00","$2.08","$31.86","0.00","$0.00","$31.86"
"","ROMEO Y JULIET","7645235041","4","PREMIUM CIGARS","PHILIPS & KING","6.00","$54.56","$38.80","$15.76","28.89%","40.62%","$0.00","$3.82","$58.38","0.00","$0.00","$58.38"
"","VIP ROYAL HONEY","5575580004","46","MISC"," KRATOM ROOTS","58.00","$275.54","$40.50","$230.40","83.62%","580.35%","$4.64","$18.98","$289.88","0.00","$0.00","$289.88"
"","ETUMAX ROYAL HONEY","5410019199","6","MISC","GLOBAL DIST","6.00","$35.94","$9.00","$26.48","73.68%","299.33%","$0.46","$2.49","$37.97","0.00","$0.00","$37.97"
"","VITAMAX DOUBLESHOT HONEY","5570830101","9","MISC","GLOBAL DIST","0.00","$53.91","$16.20","$36.85","68.35%","232.78%","$0.86","$3.72","$56.77","0.00","$0.00","$56.77"
"","ROMEO Y JULIETA RESERVA SELECTION 2","7645251797","10","PREMIUM CIGARS","PHILIPS & KING","0.00","$103.87","$78.50","$23.52","22.64%","32.32%","$1.85","$7.14","$109.16","0.00","$0.00","$109.16"
"","ASHTON CABINET NO 7","1957701163","2","PREMIUM CIGARS","PHILIPS & KING","21.00","$35.98","$27.86","$8.12","22.57%","29.15%","$0.00","$2.52","$38.50","0.00","$0.00","$38.50"
"","ASHTON 8-9-8 CIG","1957701173","4","PREMIUM CIGARS","PHILIPS & KING","21.00","$65.96","$46.00","$19.96","30.26%","43.39%","$0.00","$4.61","$70.57","0.00","$0.00","$70.57"
"","ASHTON VSG ILLUSION","1957701251","1","PREMIUM CIGARS","PHILIPS & KING","23.00","$19.69","$13.77","$5.92","30.07%","42.99%","$0.00","$1.38","$21.07","0.00","$0.00","$21.07"
"","A. FUENTE CURLY HEAD DELUXE","4318210113","3","PREMIUM CIGARS","PHILIPS & KING","22.00","$12.57","$9.33","$2.59","20.62%","34.75%","$0.65","$0.83","$12.75","0.00","$0.00","$12.75"
"","ETUMAX HER ROYAL HONEY","9999954685","10","MISC","GOLDEN VALLY","2.00","$59.90","$15.00","$43.52","72.65%","299.33%","$1.38","$4.10","$62.62","0.00","$0.00","$62.62"
"","MOJO MAX LOVE POTION ","0861538759","1","MISC","GLOBAL DIST","10.00","$12.99","$4.54","$8.45","65.05%","186.12%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
"","RT 7 1000K GUMMY","7984451001","2","MISC","GOLDEN VALLY","22.00","$15.98","$3.18","$12.80","80.10%","402.52%","$0.00","$1.12","$17.10","0.00","$0.00","$17.10"
"","GM 1000K GUMMY","1812208001","1","MISC","GOLDEN VALLY","22.00","$7.99","$1.59","$6.40","80.10%","402.52%","$0.00","$0.56","$8.55","0.00","$0.00","$8.55"
"","A. FUENTE DOUBLE CHATEAU","4318210133","2","PREMIUM CIGARS","PHILIPS & KING","18.00","$18.88","$14.24","$4.28","22.68%","32.60%","$0.36","$1.30","$19.82","0.00","$0.00","$19.82"
"","MOJO MAX 150K PILL","7894536675","3","MISC","GOLDEN VALLY","19.00","$26.97","$8.79","$18.18","67.41%","206.83%","$0.00","$1.89","$28.86","0.00","$0.00","$28.86"
"","TROJAN X 300K PILL","7984512356","1","MISC","GOLDEN VALLY","22.00","$7.99","$2.30","$5.69","71.21%","247.39%","$0.00","$0.56","$8.55","0.00","$0.00","$8.55"
"","RHINO MAX 9000 PILL","0860384877","9","MISC","GOLDEN VALLY","11.00","$62.91","$18.54","$44.37","70.53%","239.32%","$0.00","$4.41","$67.32","0.00","$0.00","$67.32"
"","RHINO 69 1200K PILL","4079151258","7","MISC","GOLDEN VALLY","11.00","$55.93","$19.53","$35.87","64.13%","186.38%","$0.53","$3.88","$59.28","0.00","$0.00","$59.28"
"","ARTURO FUENTES CH PYRAMIDS NT","4318210062","5","PREMIUM CIGARS","PHILIPS & KING","20.00","$56.21","$43.00","$13.21","23.49%","30.71%","$0.00","$3.93","$60.14","0.00","$0.00","$60.14"
"","ARTURO FUENTE QUEEN B CIG","4318210064","1","PREMIUM CIGARS","PHILIPS & KING","17.00","$10.29","$6.95","$3.34","32.46%","48.06%","$0.00","$0.72","$11.01","0.00","$0.00","$11.01"
"","OLIVA SERIE V BELICOSO CIGAR","1453901149","2","PREMIUM CIGARS","PHILIPS & KING","22.00","$20.31","$14.94","$5.37","26.44%","35.95%","$0.00","$1.42","$21.73","0.00","$0.00","$21.73"
"","OLIVA SERIE V FIGURADO","1453901147","2","PREMIUM CIGARS","PHILIPS & KING","22.00","$28.48","$20.84","$7.64","26.83%","36.67%","$0.00","$1.99","$30.47","0.00","$0.00","$30.47"
"","OLIVA SERIE V TORPEDO","1453901144","1","PREMIUM CIGARS","PHILIPS & KING","23.00","$11.69","$8.92","$2.77","23.70%","31.07%","$0.00","$0.82","$12.51","0.00","$0.00","$12.51"
"","OLIVA SERIE V DOUBLE TORO","1453901145","5","PREMIUM CIGARS","PHILIPS & KING","19.00","$67.45","$46.45","$21.00","31.13%","45.21%","$0.00","$4.72","$72.17","0.00","$0.00","$72.17"
"","NUB 460 CONNECTICUT","1453901199","9","PREMIUM CIGARS","PHILIPS & KING","15.00","$74.62","$56.97","$17.48","23.42%","30.98%","$0.17","$5.21","$79.66","0.00","$0.00","$79.66"
"","NUB CAMEROON 460","1453901195","9","PREMIUM CIGARS","PHILIPS & KING","15.00","$67.12","$48.87","$17.10","25.47%","37.34%","$1.15","$4.63","$70.60","0.00","$0.00","$70.60"
"","NUB MADURO 460","1453901206","1","PREMIUM CIGARS","PHILIPS & KING","23.00","$9.99","$7.03","$0.96","9.61%","42.11%","$2.00","$0.56","$8.55","0.00","$0.00","$8.55"
"","ASH TRY BIG MOUTH LT220","8163520220","2","CIGAR ACC","GLOBAL DIST","0.00","$47.98","$14.00","$33.98","70.82%","242.71%","$0.00","$3.36","$51.34","0.00","$0.00","$51.34"
"","OVIVA SERIE V MELANIO CHURCHILL","9999958277","4","PREMIUM CIGARS","PHILIPS & KING","6.00","$64.56","$48.12","$16.44","25.47%","34.17%","$0.00","$4.52","$69.08","0.00","$0.00","$69.08"
"","ASH TRY LT70","8163500070","1","CIGAR ACC","GLOBAL DIST","0.00","$14.99","$4.00","$10.99","73.32%","274.75%","$0.00","$1.05","$16.04","0.00","$0.00","$16.04"
"","OLIVA SERIE MELANIO FIGURADO","9999999292","2","PREMIUM CIGARS","PHILIPS & KING","8.00","$33.46","$26.00","$7.46","22.30%","28.70%","$0.00","$2.34","$35.80","0.00","$0.00","$35.80"
"","OLIVA SERIE O TORO","1453901185","1","PREMIUM CIGARS","PHILIPS & KING","9.00","$10.79","$7.56","$3.23","29.94%","42.72%","$0.00","$0.76","$11.55","0.00","$0.00","$11.55"
"","OLIVA SERIE O TORPEDO","1453901186","4","PREMIUM CIGARS","PHILIPS & KING","16.00","$36.06","$26.16","$9.90","27.46%","37.85%","$0.00","$2.52","$38.58","0.00","$0.00","$38.58"
"","BIC LIGHTER MINI","7033000002","86","LIGHTER","GRANITE CITY","130.00","$95.54","$71.38","$21.48","22.48%","33.85%","$2.68","$6.59","$99.45","0.00","$0.00","$99.45"
"","OLIVA SERIE O TORO HABANO","1453901183","4","PREMIUM CIGARS","PHILIPS & KING","16.00","$32.00","$24.48","$6.72","21.01%","30.74%","$0.80","$2.18","$33.38","0.00","$0.00","$33.38"
"","BIC LIGHTER LARGE PLAIN","7033060006","123","LIGHTER","GRANITE CITY","66.00","$183.17","$121.77","$58.97","32.19%","50.42%","$2.43","$12.94","$193.68","0.00","$0.00","$193.68"
